"File name","Comment Id","Comment Text","Comment Tokens","Comment scope","Prog.dom matches (comm.)","Prob.dom matches (comm.)","Identifier symbol","Identifier type","Identifier tokens","Identifier scopes","prog.dom matches (id)","prob. dom matches (id)","prog.dom matches (comm+id)","prob. dom matches (comm+id)","Symbol ids"
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",11,"This deliberately lacks the const.","deliberately ||| lacks ||| const ||| ","78: 80","['const', 'Properties of Datastructure / Function / Blocks']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",12,"This is copied from 1.5.1 png.h:","copied ||| 1 ||| 5 ||| 1 ||| png ||| h ||| ","81: 102","","png","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",13,"These are needed too for the default build:","needed ||| for ||| default ||| build ||| ","103: 106","['for', 'Operations as part of Algorithms']  ['default', 'Properties of Datastructure / Function / Blocks']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",14,"This comes from pnglibconf.h after 1.5:","comes ||| pnglibconf ||| h ||| 1 ||| 5 ||| ","107: 113","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",15,"1.6.0 constifies many APIs, the following exists to allow pngvalid to be
    * compiled against earlier versions.","1 ||| 6 ||| 0 ||| constifies ||| many ||| apis ||| following ||| exists ||| allow ||| pngvalid ||| compiled ||| earlier ||| versions ||| ","114: 120","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",16,"RELEASE_BUILD is true for releases and release candidates:","release_build ||| true ||| for ||| releases ||| release ||| candidates ||| ","121: 125","['for', 'Operations as part of Algorithms']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",17,"!RELEASE_BUILD","release_build ||| ","126: 126","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",18,"!RELEASE_BUILD","release_build ||| ","128: 128","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",19,"For floating point constants","for ||| floating ||| point ||| constants ||| ","130: 130","['for', 'Operations as part of Algorithms']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",20,"For malloc","for ||| malloc ||| ","131: 131","['for', 'Operations as part of Algorithms']  ['malloc', 'Time Complexity / Space Complexity/ Memory/ Exception']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",21,"For memcpy, memset","for ||| memcpy ||| memset ||| ","132: 132","['for', 'Operations as part of Algorithms']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",22,"For floor","for ||| floor ||| ","133: 133","['for', 'Operations as part of Algorithms']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",23,"Convenience macros.","convenience ||| macros ||| ","135: 145","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",24,"Unused formal parameter errors are removed using the following macro which is
 * expected to have no bad effects on performance.","unused ||| formal ||| parameter ||| errors ||| removed ||| using ||| following ||| macro ||| expected ||| bad ||| effects ||| performance ||| ","146: 156","['removed', 'Operations as part of Algorithms']  ['macro', 'Properties of Datastructure / Function / Blocks']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",25,"**************************** EXCEPTION HANDLING ****************************","exception ||| handling ||| ","157: 169","['exception handling', 'Time Complexity / Space Complexity/ Memory/ Exception']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",26,"__cplusplus","__cplusplus ||| ","170: 170","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",27,"The following are macros to reduce typing everywhere where the well known
 * name 'the_exception_context' must be defined.","following ||| macros ||| reduce ||| typing ||| everywhere ||| well ||| known ||| name ||| the_exception_context ||| must ||| defined ||| ","175: 181","['reduce', 'Operations as part of Algorithms']","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",28,"This macro returns the number of elements in an array as an (unsigned int),
 * it is necessary to avoid the inability of certain versions of GCC to use
 * the value of a compile-time constant when performing range checks.  It must
 * be passed an array name.","macro ||| returns ||| number ||| elements ||| array ||| unsigned ||| int ||| necessary ||| avoid ||| inability ||| certain ||| versions ||| gcc ||| use ||| value ||| compile-time ||| constant ||| performing ||| range ||| checks ||| must ||| passed ||| array ||| name ||| ","182: 188","['macro', 'Properties of Datastructure / Function / Blocks']  ['returns', 'Operations as part of Algorithms']  ['number', 'Data-Structure and its Components']  ['array', 'Data-Structure and its Components']  ['unsigned', 'Properties of Datastructure / Function / Blocks']  ['int', 'Properties of Datastructure / Function / Blocks']  ['value', 'Data-Structure and its Components']  ['constant', 'Properties of Datastructure / Function / Blocks']  ['range', 'Data-Structure and its Components']  ['checks', 'Operations as part of Algorithms']  ['array', 'Data-Structure and its Components']","gcc","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",29,"GCC BUG 66447 (https://gcc.gnu.org/bugzilla/show_bug.cgi?id=66447) requires
 * some broken GCC versions to be fixed up to avoid invalid whining about auto
 * variables that are *not* changed within the scope of a setjmp being changed.
 *
 * Feel free to extend the list of broken versions.","gcc ||| bug ||| 66447 ||| https ||| gcc ||| gnu ||| org ||| bugzilla ||| show_bug ||| cgi ||| id ||| 66447 ||| requires ||| broken ||| gcc ||| versions ||| fixed ||| avoid ||| invalid ||| whining ||| auto ||| variables ||| changed ||| within ||| scope ||| setjmp ||| changed ||| feel ||| free ||| extend ||| list ||| broken ||| versions ||| ","189: 198","['bug', 'Time Complexity / Space Complexity/ Memory/ Exception']  ['free', 'Time Complexity / Space Complexity/ Memory/ Exception']  ['list', 'Data-Structure and its Components']","gcc ||| gcc ||| gcc","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",30,"For the moment just do it always; all versions of GCC seem to be broken:","for ||| moment ||| do ||| always ||| versions ||| gcc ||| seem ||| broken ||| ","199: 202","['for', 'Operations as part of Algorithms']  ['do', 'Operations as part of Algorithms']","gcc","make_volatile_for_gnu","VarDecl : const void *volatile","make volatile for gnu","201: 201","make : Time Complexity / Space Complexity/ Memory/ Exception | volatile : Properties of Datastructure / Function / Blocks | for : Operations as part of Algorithms","","","","2400479934338"
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",31,"!GNUC broken versions","gnuc ||| broken ||| versions ||| ","203: 203","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",32,"!GNUC broken versions","gnuc ||| broken ||| versions ||| ","205: 205","","","","","","","","","","",""
"/home/dewang/smartKT/SmartKTRepo/projects/libpng/contrib/libtests/pngvalid.c",33,"****************************** UTILITIES ***********************************","utilities ||| ","207: 253","","","size_t ||| size_t ||| size_t ||| size_t ||| size_t ||| size_t ||| size_t ||| size_t ||| size_t ||| safecat ||| safecatn ||| safecatd ||| pos ||| bufsize ||| cat ||| cat ||| buffer ||| pos ||| bufsize ||| bufsize ||| buffer ||| pos ||| pos ||| sprintf ||| number ||| n ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| number ||| sprintf ||| number ||| precision ||| d ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| number ||| invalid ||| invalid ||| invalid ||| sprintf ||| safecat ||| sprintf ||| safecat ||| buffer ||| bufsize ||| pos ||| cat ||| buffer ||| bufsize ||| pos ||| n ||| buffer ||| bufsize ||| pos ||| d ||| precision ||| number ||| number ||| invalid ||| sep ||| colour_types ||| pos ||| bufsize ||| cat ||| cat ||| buffer ||| pos ||| cat ||| pos ||| bufsize ||| pos ||| bufsize ||| buffer ||| pos ||| pos ||| sprintf ||| number ||| n ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| sprintf ||| number ||| precision ||| d ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| invalid ||| invalid ||| invalid ||| ""%d"" ||| ""%.*f"" ||| ""invalid"" ||| "": "" ||| ""grayscale"" ||| ""truecolour"" ||| ""indexed-colour"" ||| ""grayscale with alpha"" ||| ""truecolour with alpha""","TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| TypeRef : size_t ||| FunctionDecl : size_t (char *, size_t, size_t, const char *) ||| FunctionDecl : size_t (char *, size_t, size_t, int) ||| FunctionDecl : size_t (char *, size_t, size_t, double, int) ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : const char * ||| UnexposedExpr : const char * ||| UnexposedExpr : char * ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : char * ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : int (*)(char *, const char *, ...) ||| UnexposedExpr : char * ||| UnexposedExpr : int ||| UnexposedExpr : size_t (*)(char *, size_t, size_t, const char *) ||| UnexposedExpr : char * ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : const char * ||| UnexposedExpr : char * ||| UnexposedExpr : int (*)(char *, const char *, ...) ||| UnexposedExpr : char * ||| UnexposedExpr : int ||| UnexposedExpr : double ||| UnexposedExpr : size_t (*)(char *, size_t, size_t, const char *) ||| UnexposedExpr : char * ||| UnexposedExpr : size_t ||| UnexposedExpr : size_t ||| UnexposedExpr : const char * ||| UnexposedExpr : char * ||| UnexposedExpr : const char * ||| UnexposedExpr : const char * ||| UnexposedExpr : const char * ||| CallExpr : int ||| CallExpr : size_t ||| CallExpr : int ||| CallExpr : size_t ||| ParmDecl : char * ||| ParmDecl : size_t ||| ParmDecl : size_t ||| ParmDecl : const char * ||| ParmDecl : char * ||| ParmDecl : size_t ||| ParmDecl : size_t ||| ParmDecl : int ||| ParmDecl : char * ||| ParmDecl : size_t ||| ParmDecl : size_t ||| ParmDecl : double ||| ParmDecl : int ||| VarDecl : char [64] ||| VarDecl : char [64] ||| VarDecl : const char [8] ||| VarDecl : const char [3] ||| VarDecl : const char *[8] ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : const char * ||| DeclRefExpr : const char * ||| DeclRefExpr : char * ||| DeclRefExpr : size_t ||| DeclRefExpr : const char * ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : char * ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : int (char *, const char *, ...) ||| DeclRefExpr : char [64] ||| DeclRefExpr : int ||| DeclRefExpr : size_t (char *, size_t, size_t, const char *) ||| DeclRefExpr : char * ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : char [64] ||| DeclRefExpr : int (char *, const char *, ...) ||| DeclRefExpr : char [64] ||| DeclRefExpr : int ||| DeclRefExpr : double ||| DeclRefExpr : size_t (char *, size_t, size_t, const char *) ||| DeclRefExpr : char * ||| DeclRefExpr : size_t ||| DeclRefExpr : size_t ||| DeclRefExpr : char [64] ||| DeclRefExpr : const char [8] ||| DeclRefExpr : const char [8] ||| DeclRefExpr : const char [8] ||| StringLiteral : char [3] ||| StringLiteral : char [5] ||| StringLiteral : const char [8] ||| StringLiteral : const char [3] ||| StringLiteral : char [10] ||| StringLiteral : char [11] ||| StringLiteral : char [15] ||| StringLiteral : char [21] ||| StringLiteral : char [22]","size t ||| size t ||| size t ||| size t ||| size t ||| size t ||| size t ||| size t ||| size t ||| safecat ||| safecatn ||| safecatd ||| pos ||| bufsize ||| cat ||| cat ||| buffer ||| pos ||| bufsize ||| bufsize ||| buffer ||| pos ||| pos ||| sprintf ||| number ||| n ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| number ||| sprintf ||| number ||| precision ||| d ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| number ||| invalid ||| invalid ||| invalid ||| sprintf ||| safecat ||| sprintf ||| safecat ||| buffer ||| bufsize ||| pos ||| cat ||| buffer ||| bufsize ||| pos ||| n ||| buffer ||| bufsize ||| pos ||| d ||| precision ||| number ||| number ||| invalid ||| sep ||| colour types ||| pos ||| bufsize ||| cat ||| cat ||| buffer ||| pos ||| cat ||| pos ||| bufsize ||| pos ||| bufsize ||| buffer ||| pos ||| pos ||| sprintf ||| number ||| n ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| sprintf ||| number ||| precision ||| d ||| safecat ||| buffer ||| bufsize ||| pos ||| number ||| invalid ||| invalid ||| invalid ||| ""%d"" ||| ""%.*f"" ||| ""invalid"" ||| "": "" ||| ""grayscale"" ||| ""truecolour"" ||| ""indexed-colour"" ||| ""grayscale with alpha"" ||| ""truecolour with alpha""","214: 214 ||| 214: 214 ||| 214: 214 ||| 227: 227 ||| 227: 227 ||| 227: 227 ||| 235: 235 ||| 235: 235 ||| 235: 235 ||| 214: 225 ||| 227: 232 ||| 235: 241 ||| 217: 217 ||| 217: 217 ||| 217: 217 ||| 217: 217 ||| 218: 218 ||| 220: 220 ||| 220: 220 ||| 221: 221 ||| 223: 223 ||| 223: 223 ||| 224: 224 ||| 230: 230 ||| 230: 230 ||| 230: 230 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 239: 239 ||| 239: 239 ||| 239: 239 ||| 239: 239 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 249: 249 ||| 250: 250 ||| 250: 250 ||| 230: 230 ||| 231: 231 ||| 239: 239 ||| 240: 240 ||| 214: 214 ||| 214: 214 ||| 214: 214 ||| 215: 215 ||| 227: 227 ||| 227: 227 ||| 227: 227 ||| 227: 227 ||| 235: 235 ||| 235: 235 ||| 235: 235 ||| 235: 235 ||| 236: 236 ||| 229: 229 ||| 238: 238 ||| 244: 244 ||| 245: 245 ||| 247: 251 ||| 217: 217 ||| 217: 217 ||| 217: 217 ||| 217: 217 ||| 218: 218 ||| 218: 218 ||| 218: 218 ||| 220: 220 ||| 220: 220 ||| 221: 221 ||| 221: 221 ||| 223: 223 ||| 223: 223 ||| 224: 224 ||| 230: 230 ||| 230: 230 ||| 230: 230 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 231: 231 ||| 239: 239 ||| 239: 239 ||| 239: 239 ||| 239: 239 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 240: 240 ||| 249: 249 ||| 250: 250 ||| 250: 250 ||| 230: 230 ||| 239: 239 ||| 244: 244 ||| 245: 245 ||| 249: 249 ||| 249: 249 ||| 249: 249 ||| 250: 250 ||| 250: 250","size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components ||| size : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| number : Data-Structure and its Components ||| number : Data-Structure and its Components |||  ||| number : Data-Structure and its Components |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| number : Data-Structure and its Components ||| number : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  |||  ||| number : Data-Structure and its Components ||| number : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  |||  ||| number : Data-Structure and its Components |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| number : Data-Structure and its Components |||  ||| number : Data-Structure and its Components |||  |||  |||  ||| buffer : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| number : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| "," |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| ","","","2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2400948801090 ||| 2403800746321 ||| 2400403245177 ||| 2403377926587 ||| 2401595791379 ||| 2403904950092 ||| 2403037715090 ||| 2400472551728 ||| 2401569478205 ||| 2400709212595 ||| 2402272600281 ||| 2403579787320 ||| 2401465076176 ||| 2402788032614 ||| 2402680915630 ||| 2402421152652 ||| 2401198346633 ||| 2404047700352 ||| 2402567703880 ||| 2402880643940 ||| 2403016792170 ||| 2403951500890 ||| 2404054483952 ||| 2403637809346 ||| 2400230778742 ||| 2401208381419 ||| 2404224292224 ||| 2402986391760 ||| 2404024596671 ||| 2403980771714 ||| 2402558389891 ||| 2402327998280 ||| 2402875451331 ||| 2401239966517 ||| 2400919133429 ||| 2402790894306 ||| 2402368833688 ||| 2403898421464 ||| 2403828584875 ||| 2400750826277 ||| 2400635578754 ||| 2400845817499 ||| 2401956707870 ||| 2401821737340 ||| 2402872623837 ||| 2400678681443 ||| 2401807229811 ||| 2401844531143 ||| 2403659432542 ||| 2400682559730 ||| 2402062983453 ||| 2403960482033 ||| 2403737062792 ||| 2400458617053 ||| 2401028794489 ||| 2403002122629 ||| 2401359350309 ||| 2400326944323 ||| 2403941920689 ||| 2402488358844 ||| 2402445374505 ||| 2404239401311 ||| 2401203469297 ||| 2402367112838 ||| 2402380876041 ||| 2402256802102 ||| 2402256479892 ||| 2402961946631 ||| 2401164560940 ||| 2402691959843 ||| 2401706444895 ||| 2400811578796 ||| 2400787787640 ||| 2400644120946 ||| 2400234204067 ||| 2401701886121 ||| 2404224121300 ||| 2401709442928 ||| 2400644574862 ||| 2404094132101 ||| 2403897581551 ||| 2402206859602 ||| 2402454637852 ||| 2403979962717 ||| 2402308371903 ||| 2403067823953 ||| 2402667700161 ||| 2402529185776 ||| 2402904051413 ||| 2402685371010 ||| 2403548826949 ||| 2402676064241 ||| 2400154954468 ||| 2401032883155 ||| 2401640133399 ||| 2404139537705 ||| 2401510281847 ||| 2401590157533 ||| 2400155466712 ||| 2400529407603 ||| 2402273919753 ||| 2403488376977"
